본문,결과
"중학교 때 인가? 초6 때 인가? 아무튼 조별로 손 제일 큰 사람 뭐 그런거 찾는 게 있었는데 나는 동갑 중에 나보다 손 작은 사람 본 적이 없을 정도로 겁나 작아서 ""아 난 안돼..""라고 혼자 중얼거렸는데 같은 조인 남자애가 내 쪽으로 뒤돌아 보면서 ""왜?""라고 묻길래 내 손 비비면서 ""손이 작아서..""라고 하니까 ""얼마나 작은데?"" 하면서 내 책상 위로 팔꿈치 대고 손 대보라는 식으로 해서 재봤는데 ""와~ 진짜 작네?"" 라고 하면서 갑자기 싱긋웃으면서 손 깍지 진짜 뭐 아무것도 없던 애였어서 난 당황했는데 걔는 그렇게 하고 다행히 아무도 우리한테 관심 안가져줘서 앞에서 큰 소리 나기 전까지 걔가 내 손 잡고 계속 나 쳐다봤었음 몇 년 지난 지금도 생각 날 정도로 웃는 게 너무 예뻤어.. 진짜 딱 잡았을 때 시간이 멈춘 느낌. 내 인생에서 제일 설렘 가득했던 손 잡기였어",0
나 초 1때 어떤 여자애가 나 좋다면서 나중에 결혼하자고 하고 나 쫓아다니고 그랬어 ㅎㅎ 그리고 그때의 난 부끄러워서 걔 피하고 결혼 안한다고 했고 남중테크를 탄 뒤 그 후 아무도 날 좋아해주지 않았지…,0
좋아하는 사람 앞에서 난 고개숙이고 혼자 뭐 끄적이고 있고 그 사람은 되게 바빴는데 갑자기 멈추더니 조심스럽게 내 머리 쓰담쓰담... 또 그 사람 손에 내 손을 얹었는데 내 손이 가위인거임 그 사람은 보였어 손 모양이. 그사람은 그거보고 가위바위보하자고? 웃는거야ㅋㅋ 이게 왜 설레냐면 저번에 그 사람한테 내가 주먹을 보인적 있는데 자기 손으로 가위해서 일부로 져준게 생각나서 내딴엔 많이 설레었음 그 뒤로도 막 이쁘다 해주고 그랬는데 뭐 지금은 나 싫어하는거같은데 그것도 아닌거같음 그냥 난 아직도 설렘,0
내가 키가 작아서 애들이 그걸로 장난을 많이 치는데 언제 애들이 또 놀려서 “아아아 아니 아ㅏㅏ 내 키 진짜 아아아” 하면서 탄식하고있는데 남자애가 와서 “근데 키 작으면 귀엽지않나?” 라고 해줌.... 고맙다 이놈아ㅠㅠㅠ,0
"동기님하고 길 걷고 있었는데 까만차가 멈추지 않고 달려오더라고. 내가 앞에 가고 있었어서 옆으로 피하려 했는데, 동기님이 엄청 놀라서는, “아어!!!!차!!! 위험해!” 하면서 내 양팔 붙잡고 이리저리 휘젓더라. 차도 우왕좌왕 동기님도 나도 우왕좌왕ㅋㅋㅋ 상황은 좀 웃겼는데 그때 좀 설렜어.",0
"좀 지난얘긴데 오랜만에 금요일에 휴가내고 고향에 있는 동네 은행 갔다가 내가 첫눈에 반해버린 분이 있었어. 할머니.할아버지한테 싹싹하게 웃으면서 잘 알려주는게 어찌나 이뻐보이던지. 그때 난 직장인통장 하나 만들러간거였거든. 그러면서 잠깐 이야기 나누고 통장 만들고 나왔는데 하루종일 생각나는거야. 그래서 살면서 번호한번 따본적도없는데 은행 앞에서 무작정 기다렸어. 3시간정도? 기다리니 퇴근하더라구. 그래서 솔직히 말했어. 이상형이시라구 번호좀 달라고. 그리고나서 그 주 주말에 바로 만났어. 내가 리액션은 좀 자신있는편인데 남 이야기 듣기만하는데도 이렇게 매력터지는 사람 만난건 처음이었어. 2번째 만남엔 돈 센다고 손 부르틀까봐 핸드크림 사주고, 4번째엔 꽃 좋아한대서 드라이브하고 헤어질때 작은 안개꽃 한송이도 주고 그랬어. (지금 생각해보니 조금 부담스러웠을수도 있겠다.) 물론 펀드도 들어줬지ㅋㅋ(Ce형으로 직원추천이름 적어주는정도?)( 신영 배당주 펀드) 내가 대학생때부터 재테크 관심이 많아서 강의도 막 듣고 그랬거든ㅋㅋ 여튼 이야기도 잘통한거 같았고 이제 고백만 남은거 같아서 분위기 괜찮은곳 걸으면서 물어봤어. 나 어떻게생각하냐구. 근데 자기도 고민해봤는데 자기는 나쁜남자 스타일을 좋아한대.",0
안녕하세요 4년차 직장인 30살 남자입니다. 저희 회사 구내식당에는 많은 남직원들이 흠모하는 미모의 영양사가 계십니다. 물론 저도 호감은 있지만 대놓고 표현한 적은 없었습니다. 여느때처럼 배식을 받고있었는데 눈 충혈되어있네요? 연어구이 하나 더 드릴게요. 감사합니다. 저도 피곤했나보네요. 몰래하나 더 드리는거니깐 남기지말고 다 드세요. 그렇게 기분좋게 식사를 마치고 구내식당 게시판에 연어 안남기고 잘먹었습니다. 다음에는 치킨이 먹고싶어요 라고 적었습니다. 그리고 며칠 후 제가 게시판에 적은 치킨가스가 나왔습니다. 그래서 제가 게시판에 가자미조림도 가능할까요라고 적었습니다. 그러자 다음 주 가자미 조림이 나왔고 그날도 맛있게 먹고있는데 영상사가 직접와서 맛있게 먹고있는지 묻고 매주 식단짜기 힘든데 도움이 되었다. 혹시 못먹는게 있으면 말해주세요. 라고 했습니다.,0
미쳣다 ㅆㅂ 나 손시려우니까 손 뎁혀달라할때마다 내 손잡고 지 주머니에 넣어줌………. ㅆ.ㅂ 진짜 어떻게 이래? 이게 썸 아니면 뭔데,1
"지금 절 혼란스럽게 하는 남자가 한 명 있어요. 술자리에 동석하면 바람 쐬러 나가자면서 밖으로 불러내 제 머리를 쓰다듬고 손도 잡아요. 술자리 이후에 카톡도 종종 했고요. 근데 둘이 따로 만난 적이 없어요. 말만 하고 정확한 약속 시간은 잡지 않아요. 이거 썸 맞나요? 카톡이나 술자리에서는 썸인 것처럼 행동해요. 근데 둘이 따로 만나는 걸 피하는 눈치예요. 다른 여자들이랑도 잘 노는데, 그렇다고 모든 여자와 스킨십을 하지는 않더라고요.",0
"선배님들, 제게 썸남이 있어요. 자주 만나서 얘기도 하고 데이트도 해요. 더 자주 보고 싶은데 항상 제가 먼저 만나자고 하네요. 이러니 ‘얘가 나를 좋아하긴 하나?’라는 생각이 들어요. 만나면 재미있게 놀긴 하는데, 먼저 만나자고 안 하는 그 남자… 내 썸남 맞아요?",0
"최근에 친해진 여자 선배가 있어요. 서로 선물도 해주고, 아프면 맛있는 것도 사다 줬죠. 전 선배 이상으로 그녀를 본 적 없는데 친구들은 저희가 썸 타는 줄 알았대요. 그 얘길 들으니 나도 모르게 좋아했나 싶네요. 저보다 세 살이 많아서 그런지, 다른 남자와 연애를 해도 그냥 ‘그렇구나’ 할 것 같아요. 고백해온다면 사귈 의향은 있지만 제가 먼저 고백할 일은 없을 것 같다는 생각이 들어요. 제가 확신이 없어 이런 고민이 생긴 것 같아요. 확신이 설 때까지 섣불리 판단하지 않을게요. 감사합니다!",1
석탄일에 시간내주라고함. 방탈출하러가자고ㅋㅋㅋㅋ 일부러 흑심 가득하게 공포방탈출로 잡음. 그날 아침에 샵갔다왔닼ㅋㅋㅋㅋㅋ헤메받으러..... 근데 2~3 사이시점??부터 갑자기 카톡 답장이 잘옴 석탄일 2~3일 전부터??? 이거뭐지 되는건가??? 싶기도했는데 내용이 막 꿀떨어지고 하지는않앗음 그래도 내가 넘 좋아했어서 걍 넘 좋고 카톡 진짜 계속 보게되곸ㅋㅋㅋㅋㅋㅋㄱ,1
안녕하세요. 26살 직장인 여자입니다. 지금 시국이 시국인지라 회사 집이 하루 일과인데요. 이런 저의 반복적인 일상에 불쑥불쑥 나타나는 한 존재가 있습니다. ”유미야 우리 구에서 352번째 3번째 352번째 352번째부터 355번째 확진자 나왔고 감염 경로는 역학조사 중이래 출근할 때도 출근해서도 마스크 꼭 쓰고 꼭 kf94로 알겠지” ”유미야 356번째 확진자도 나왔대 그런데 확진자 동선에 우리 아파트 앞 사거리 건물이 있더라고 오늘 퇴근하면 아파트 후문으로 들어와 알겠지” 밤 12시에도 “정말 유미야 이 밤에 357번째에서 358번째 확진자가 또 나왔어 358번째 확진자가 또 나왔어 근데 확진자 동거인이 무려 5명이래” 저는 이 오빠 덕에 저는 긴급 재난 문자를 확인하지 않아도 동네 상황을 모두 알 수 있었습니다. 그러던 어느 날 평소처럼 퇴근 후에 집으로 가는 중이었어요. 코너를 막 꺾으려던 순간 오빠가 “확진자 동선이야 오늘 다른 길로 가자 데려다 줄게” 하며 데려다 주었습니다. 그날 저는 동네 오빠의 에스코트를 받으며 안전 귀가를 했습니다. 집에 돌아오니 마침 그때 오빠에게 톡이 왔고 톡을 확인했습니다. ”유미야 너 마스크 있어?” ”마스크 100장 주문했는데 사이즈가 안 맞네 너 가져라”하며 마스크를 선물해줬는데 본인 사이즈를 선물해줬습니다.,2
"너네들은 여친 어떻게 만났냐 평범하든 특별하든 썰 궁금하네 소개팅, 동호회, 스터디, 학교 회사동료등등 난 영어 스터디 모임에서 만났는데 미드나 영화보면서 유용한 대사나 단어 구문같은거 체크하고 공부하는 직딩 스터디인데 남녀 골고루 섞여있었음 여기도 남녀가 모이는곳이라 불순한 목적으로 오는 남자새키들도 많음 공부하는척만 하고 노는거 유도하고 자기가 모임 주최하려고하고 암튼 꼭 그런애들있음 나 역시 모솔이었고 고백울렁증도 있고 내가 여자 사귈수나 있을까 이런 생각하면서 짝사랑만 해봤음 나이는 20대 후반을 바라보는 나이.. 공부하러 스터디와서는 나도 남자인지라 맘에드는 여자가 당연히 있었지만 굳이 티도 안내고 잘해볼까 생각도 안함 그냥 공부만 했음 그에 반해 대부분 남자들은 여자마다 추파던지면서 작업거는게 뻔히보임 단톡에서도 들이대고 개인톡으로도 들이대고ㅋㅋ 난 그런게 좀 한심해보였음 그래서 난 내 할일만 하고 따로 1대1 카톡도 안함 스터디 내에서는 오래하다보니 얘기도 꽤 친근하게? 주고받을정도 됐지만 따로 연락은 안했음 근데 어느날 내가 마음에 두던 여자가 카톡에서 생일이라고 알림이 떠있더라 그래서 스터디가는길에 올리브영에서 5천원짜리 핸드크림 하나 사서 감 생일축하한다고 핸드크림 주니까 엄청 좋아하더라 그렇게 선물만 주고 스터디 진행했음 끝나고 집에가니 톡이 오더라 고맙다고 밥 사겠다고 그래서 그냥 말만 하는거겠지 하고 그래 담에 밥먹자 하고 대화 끊음 근데 다음 스터디 마치고 따로 밥먹자고 하네? 얼떨결에 같이 가서 밥먹었지 나야 거절할 이유가 없으니까 밥먹고 커피는 내가 쐈음 그러니까 여자가 담에는 나보고 밥 사달래 난 ㅇㅋ함 그렇게 서로 그다음은 너가 밥사 식으로 만남이 이어지더라 어느새 스터디 안에서 우리둘이 썸타는 사이가 됨 분위기도 우리둘 밀어주는 분위기? 보통 스터디 마치고나면 다같이 집가는 지하철쪽으로 갔는데 한두명씩 자리 피해주더니 우리 둘만 같이가는 모양이 나옴",2
"남사친과 밤늦게까지 술을 마시고 집에 들어가기 위해 택시를 잡았어요. 그 친구가 저를 택시에 태워주더니, 제게 자기 신용카드를 내밀더군요. 택시비로 쓰라면서요. 그것도 현금이 아닌 카드를 주는 것을 보며 뭔가 느낌적인 느낌이 왔어요. 이 친구가 나에게 관심이 있구나! 신용카드를 준다는 건 그만큼 절 생각한다는 것이고, 카드를 돌려주기 위해 만날 다음 약속을 기약하려는 시그널이 아닐까요?",1
클럽에서 만난 남자와 담배를 피우기 위해 잠시 밖으로 나왔어요. 제가 담배를 입에 무는데 그가 입에 문 제 담배를 휙 채 가더니 본인이 피우더군요. 내 입술에 닿은 담배가 다른 남자의 입에 닿는 걸 보니 기분이 왠지 묘했어요. 이게 시그널이 맞나요?,0
안녕하세요. 스터디에서 만난 한 남자 때문에 사연을 쓰게 된 고민 양입니다. 평소 스터디 남은 100프로 썸이다 싶은 행동들을 저한테 자꾸 하는데요. 예를 들면요. ”너 립 제품 어디 거 많이 써?” ”갑자기 나는..” ”아 됐다 자 아 됐다 자”하고 제품을 주고 사라졌습니다. 심지어 제가 키우는 강아지를 보고서는 자기가 강아지 아빠라는 장난을 치기도 합니다. 아빠는 내가 엄마라는 얘기잖아요. 그러니까 그러니까 부끄러워 그래서 전 스터디 남에게 돌직구를 던졌습니다. ”너 나 좋아해?” ”아니 아니 뭐 그런 거 아닌데 괜히 오해하게 해서 미안해” 내심 다른 대답을 기대했는데 저를 좋아하지 않는다니 약간 실망감이 들긴 하더라고요 이 일이 있고 얼마 후 스터디 모이면서 펜션으로 mt를 가게 되었습니다. 막 놀다가 하나 둘 거실 바닥에 널브러져서 잠이 들었고 다음 날 다른 스터디 회원이 저에게 사진 한 장을 보여줬는데요. 다른 사람 다 일어나고 둘만 자고 있는 거야 사실 나만 자고 있는 거야 얘도 깨어 있는 것이고 저는요 스터디 남의 품에 쏙 들어가 있고 어머 스터디 남은 저를 껴안고 자고 있더라구요. 아니 누가 봐도 연인 같은 모습에 좀 놀라긴 했지만 사실 저는 알고 있었습니다. 아침에가 제 얼굴을 비추면 제 눈을 가려주고 토닥토닥 저를 재우던 그의 손길을요. 아니 이런데도 이런데도 저를 좋아하지 않는다는 말 맞을까요. 뭐라고 톡을 해야 그의 마음을 알 수 있을까요.,0
직장 동료 여자분과 관련된 이야기입니다 저보고 안가도 되는 회식 같이가자고 얘기하고 뜬금없이 둘이 있을때 주말에 뭐했냐 어린이날에 뭐했냐 등산좋아한다더니 등산갔다왔냐 물어보는데 저한테 관심이 있는건지 없는건지 모르겠습니다 연애를 해야 배우는게 있다고 말씀하시면서 여자소개시켜준다는거 보면 관심이 없는거 같기도 하고.6035,0
같이 알바하는 오빤데 거의 모든 술자리에 나를 계속 불러 다른 알바생들한테 oo이도 같이 마시면 안되요?? 직접 이렇게 물어가면서 놀이공원 알바라서 알바생들끼리 술자리가 엄청 많거든... 그 분은 인싸고 나는 좀 낯가려서 혼자 술자리 좀 피했거든 그 분이 술자리에서 계속 나 챙겨주고..( 물 계속 따라주고 계속 괜찮냐고 물어보고 내 옆자리만 앉고...) 버스 정류장까지 데려다 주시고 비오는 날 나도 우산 갖고 있는데 굳이 자기 우산으로 같이 쓰고 가자고 해서 우산 하나로 같이 쓰고 간 적도 있어 내가 다니는 학교 남자애들 잘 생겼냐고 물어보고... 계속 이렇게 지내니까 다른 알바생 분들 모두 우리 썸타는 줄 알아 나한테 다들 우리 oo이 바보인데 잘 부탁해요ㅠㅠㅠㅠ 이러셔ㅠㅠㅠ 근데 우리 연락을 안해.... 내가 일부러 연락을 해도 그 분은 내가 묻는 말에 대답만 해.... 이거 뭐야....??? 나 혼자 썸타는거야....??? 하.... 생각해보니net/name/50763914,0
